@relation /mhome/zuberif/Datasets/-10011/svmguide1.libsvm

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class numeric

@data
{0 15.9797,1 51.1639,2 -0.359648,3 92.80843,4 1}
{0 82.23401,1 253.662,2 0.11372,3 135.2712,4 1}
{0 23.9443,1 94.76691,2 -0.232708,3 93.32754,4 1}
{0 21.4531,1 85.89439,2 -0.222731,3 95.73632,4 1}
{0 36.13696,1 190.784,2 -0.101577,3 107.9808,4 1}
{1 119.686,2 -0.192879,3 177.0996,4 1}
{0 36.05399,1 168.323,2 0.294916,3 178.33,4 1}
{0 22.845,1 169.644,2 -0.24968,3 90.81438,4 1}
{0 44.335,1 72.8004,2 -0.308419,3 106.3603,4 1}
{1 112.625,2 -0.122535,3 143.577,4 1}
{0 52.897,1 177.607,2 -0.246633,3 140.2975,4 1}
{0 42.2301,1 -4.789917,2 -0.129065,3 145.6864,4 1}
{0 23.2693,1 82.7738,2 0.200843,3 102.9957,4 1}
{0 84.39203,1 263.041,2 -0.153176,3 146.7686,4 1}
{0 17.5769,1 119.2875,2 0.275618,3 72.89265,4 1}
{0 26.976,1 65.929,2 -0.325299,3 130.0032,4 1}
{0 17.5502,1 64.8716,2 -0.139597,3 138.3337,4 1}
{0 24.434,1 108.4488,2 -0.227453,3 135.9716,4 1}
{0 46.30402,1 205.4641,2 -0.122483,3 125.8997,4 1}
{0 83.44995,1 74.18005,2 -0.198802,3 139.5972,4 1}
{0 63.64301,1 339.762,2 0.129649,3 155.8874,4 1}
{0 21.8723,1 61.7377,2 0.184912,3 141.333,4 1}
{0 28.36301,1 81.461,2 0.369474,3 128.152,4 1}
{0 41.31001,1 119.436,2 -0.076505,3 123.1366,4 1}
{0 35.06699,1 154.18,2 -0.280378,3 155.6292,4 1}
{0 34.26199,1 193.128,2 0.215504,3 94.5333,4 1}
{0 20.7981,1 66.0659,2 -0.336424,3 102.9517,4 1}
{1 110.415,2 0.369624,3 105.4594,4 1}
{0 29.11299,1 111.99,2 0.098411,3 142.7036,4 1}
{0 21.0836,1 82.1628,2 -0.348402,3 119.0909,4 1}
{0 49.99503,1 218.63,2 -0.128789,3 136.1172,4 1}
{0 28.2157,1 60.2381,2 -0.151246,3 138.1964,4 1}
{0 43.383,1 203.563,2 0.09791,3 147.3454,4 1}
{0 35.57501,1 149.051,2 -0.114783,3 130.9673,4 1}
{0 131.1591,1 309.749,2 0.172889,3 147.9826,4 1}
{0 70.56599,1 67.13,2 -0.199701,3 115.3555,4 1}
{0 30.19006,1 32.82007,2 0.189487,3 94.79149,4 1}
{0 21.4656,1 49.46069,2 0.380941,3 124.3149,4 1}
{0 38.13199,1 206.715,2 0.088484,3 130.5525,4 1}
{0 28.6354,1 81.9527,2 -0.358746,3 157.9529,4 1}
{0 20.32199,1 221.075,2 0.063893,3 105.789,4 1}
{0 188.5701,1 352.99,2 -0.157544,3 171.848,4 1}
{0 52.59302,1 265.873,2 0.198164,3 140.7672,4 1}
{0 132.343,1 385.0939,2 0.084867,3 163.1989,4 1}
{0 23.58899,1 83.22699,2 0.256702,3 98.75761,4 1}
{0 26.095,1 172.879,2 0.164333,3 121.9199,4 1}
{0 24.0929,1 63.5594,2 -0.208596,3 124.0952,4 1}
{0 42.918,1 129.761,2 0.122005,3 147.5074,4 1}
{0 31.28799,1 167.319,2 0.105435,3 126.7237,4 1}
{0 39.741,1 155.034,2 -0.129774,3 138.699,4 1}
{0 30.823,1 83.532,2 0.101651,3 167.8682,4 1}
{0 82.45404,1 382.238,2 -0.14168,3 152.2316,4 1}
{0 18.51801,1 125.586,2 0.284934,3 136.0018,4 1}
{0 26.35901,1 152.25,2 -0.136114,3 154.7887,4 1}
{0 77.36401,1 289.288,2 0.164969,3 124.3671,4 1}
{0 33.392,1 294.03,2 -0.17826,3 160.6638,4 1}
{0 105.917,1 293.78,2 0.108241,3 129.756,4 1}
{0 69.22101,1 232.384,2 0.147273,3 137.0263,4 1}
{0 30.653,1 169.929,2 -0.164567,3 134.6285,4 1}
{0 92.70502,1 339.42,2 0.162944,3 124.7819,4 1}
{0 49.45099,1 161.843,2 0.22897,3 168.5686,4 1}
{0 16.6571,1 76.073,2 0.392293,3 132.7691,4 1}
{0 22.80601,1 47.799,2 0.418903,3 87.7821,4 1}
{0 30.13501,1 143.008,2 -0.109814,3 109.5793,4 1}
{0 21.1002,1 43.2314,2 -0.268927,3 148.3314,4 1}
{0 34.95599,1 167.346,2 0.168905,3 101.4713,4 1}
{0 23.18699,1 133.142,2 -0.318651,3 93.9263,4 1}
{0 33.486,1 80.176,2 0.116052,3 113.7514,4 1}
{0 71.095,1 189.387,2 0.087817,3 128.7013,4 1}
{0 27.2415,1 76.2833,2 0.297954,3 136.3809,4 1}
{0 34.9699,1 84.7731,2 0.171215,3 116.6436,4 1}
{0 122.62,1 300.5499,2 -0.185067,3 160.3452,4 1}
{0 38.23,1 202.075,2 0.084358,3 152.4816,4 1}
{0 22.843,1 75.578,2 0.255192,3 153.3495,4 1}
{0 27.724,1 95.604,2 0.15877,3 101.0483,4 1}
{0 87.7877,1 71.4407,2 -0.359142,3 119.7143,4 1}
{0 34.147,1 100.008,2 0.22328,3 133.4942,4 1}
{0 67.02698,1 364.651,2 -0.089044,3 150.32,4 1}
{0 40.34799,1 183.303,2 0.157705,3 133.1316,4 1}
{0 36.427,1 168.544,2 0.192602,3 131.577,4 1}
{0 23.5035,1 68.1947,2 -0.320433,3 93.28634,4 1}
{0 35.302,1 151.479,2 0.19515,3 140.1822,4 1}
{0 22.25299,1 106.819,2 -0.22771,3 84.37904,4 1}
{0 18.0547,1 109.4504,2 -0.560889,3 91.17693,4 1}
{0 33.92902,1 158.35,2 0.168269,3 165.1133,4 1}
{0 18.1162,1 189.4541,2 -0.434377,3 112.304,4 1}
{0 30.97301,1 96.83299,2 -0.210544,3 124.9549,4 1}
{0 21.189,1 88.664,2 0.353381,3 128.7947,4 1}
{0 27.1679,1 57.1879,2 0.299941,3 92.56947,4 1}
{0 19.716,1 129.061,2 -0.055572,3 74.33738,4 1}
{0 35.82996,1 175.7,2 0.135731,3 94.36576,4 1}
{0 20.2013,1 90.4482,2 -0.431013,3 89.23232,4 1}
{0 42.66901,1 290.656,2 -0.073463,3 112.5841,4 1}
{0 21.759,1 157.379,2 -0.219201,3 85.32662,4 1}
{0 30.243,1 123.3,2 0.202537,3 134.8125,4 1}
{0 81.30005,1 14.68005,2 -0.094342,3 152.586,4 1}
{0 25.4383,1 151.9823,2 0.175895,3 166.1021,4 1}
{0 101.49,1 224.59,2 -0.159584,3 161.7762,4 1}
{0 20.4767,1 81.48239,2 0.382502,3 134.6807,4 1}
{0 18.9724,1 95.8062,2 -0.163687,3 77.48501,4 1}
{0 35.90802,1 143.406,2 0.131518,3 140.5036,4 1}
{0 47.422,1 158.39,2 -0.1098,3 118.2037,4 1}
{0 36.93701,1 97.48199,2 0.187438,3 140.2536,4 1}
{0 124.5701,1 150.5601,2 -0.159672,3 168.3571,4 1}
{0 29.334,1 184.551,2 0.109121,3 117.4868,4 1}
{0 41.07899,1 181.995,2 -0.177513,3 180,4 1}
{0 29.26202,1 202.569,2 -0.14708,3 102.0893,4 1}
{0 24.37299,1 184.828,2 -0.09648,3 154.558,4 1}
{0 22.0859,1 47.0131,2 0.117264,3 128.6684,4 1}
{0 24.37949,1 125.1175,2 0.259651,3 159.4827,4 1}
{0 80.7699,1 189.71,2 0.150973,3 135.0158,4 1}
{0 22.8277,1 62.8947,2 0.086243,3 113.9767,4 1}
{0 37.59601,1 59.12,2 0.224583,3 126.2019,4 1}
{0 39.263,1 296.843,2 0.134014,3 108.1511,4 1}
{0 40.25302,1 145.446,2 0.169809,3 115.1275,4 1}
{0 25.07599,1 124.042,2 0.176494,3 131.6429,4 1}
{0 46.0968,1 64.3475,2 0.094554,3 163.4324,4 1}
{0 36.93301,1 117.856,2 0.191063,3 133.2799,4 1}
{0 56.19696,1 275.871,2 0.076415,3 119.2419,4 1}
{0 35.37801,1 117.559,2 -0.079497,3 134.0819,4 1}
{0 74.836,1 209.596,2 0.106621,3 118.4234,4 1}
{0 71.56799,1 166.6,2 -0.041212,3 170.0902,4 1}
{0 89.66998,1 273.726,2 0.136517,3 126.0343,4 1}
{0 25.3649,1 62.9614,2 -0.191425,3 114.3502,4 1}
{0 30.44501,1 131.199,2 0.101494,3 115.6136,4 1}
{0 116.7999,1 293.3199,2 -0.152994,3 155.1678,4 1}
{0 65.26501,1 255.215,2 -0.132966,3 166.179,4 1}
{0 105.221,1 329.036,2 -0.136922,3 138.905,4 1}
{0 50.46399,1 271.84,2 -0.175596,3 175.0478,4 1}
{0 45.054,1 195.611,2 -0.105395,3 133.7881,4 1}
{0 18.6622,1 65.96999,2 -0.306598,3 88.00183,4 1}
{0 22.8587,1 74.9127,2 0.116678,3 136.8478,4 1}
{0 18.8829,1 134.1794,2 0.240628,3 85.7496,4 1}
{0 31.192,1 170.664,2 -0.18593,3 129.5116,4 1}
{0 25.153,1 175.046,2 -0.28302,3 91.37743,4 1}
{0 23.61199,1 113.484,2 -0.302744,3 95.85718,4 1}
{0 31.7254,1 90.58939,2 -0.138692,3 128.1492,4 1}
{0 41.683,1 82.327,2 -0.185219,3 119.7226,4 1}
{0 21.1719,1 110.3755,2 0.163284,3 125.1966,4 1}
{0 59.78998,1 250.61,2 0.208914,3 144.1291,4 1}
{0 43.92603,1 189.61,2 0.081585,3 109.1948,4 1}
{0 19.28595,1 154.142,2 0.100069,3 71.00298,4 1}
{0 27.302,1 120.898,2 0.1336,3 121.008,4 1}
{0 49.05899,1 223.576,2 -0.060242,3 115.2428,4 1}
{0 21.964,1 124.681,2 0.290583,3 97.88419,4 1}
{0 25.231,1 45.0308,2 0.182068,3 133.1893,4 1}
{0 33.1993,1 113.704,2 -0.168217,3 159.274,4 1}
{0 28.332,1 96.513,2 0.10711,3 96.93111,4 1}
{0 24.39999,1 86.944,2 -0.162281,3 94.28611,4 1}
{0 21.627,1 66.282,2 0.481865,3 90.58915,4 1}
{0 138.818,1 48.96101,2 0.239125,3 106.1295,4 1}
{0 17.9104,1 45.5169,2 0.372343,3 147.0213,4 1}
{0 23.88129,1 93.0392,2 0.124485,3 119.9533,4 1}
{0 29.3959,1 132.4695,2 -0.085369,3 107.772,4 1}
{0 25.68599,1 279.834,2 -0.185531,3 157.9776,4 1}
{0 23.4966,1 118.2199,2 0.0664,3 129.0254,4 1}
{0 27.0563,1 86.8763,2 -0.118194,3 139.0396,4 1}
{0 21.7707,1 118.5837,2 0.174884,3 93.48684,4 1}
{0 72.36301,1 206.964,2 0.136173,3 146.5489,4 1}
{0 30.95799,1 119.245,2 -0.132417,3 123.3399,4 1}
{0 38.43199,1 197.96,2 0.200992,3 142.1982,4 1}
{0 19.4067,1 53.2041,2 0.498328,3 154.8162,4 1}
{0 33.09296,1 110.378,2 0.247359,3 154.352,4 1}
{0 206.3,1 335.6899,2 -0.171748,3 178.4591,4 1}
{0 25.206,1 70.51299,2 0.252169,3 157.7661,4 1}
{0 86.37299,1 225.115,2 -0.192543,3 165.3028,4 1}
{0 21.11131,1 43.0047,2 -0.113392,3 124.7214,4 1}
{0 100.2691,1 51.8251,2 -0.226232,3 155.6017,4 1}
{0 134.226,1 406.309,2 -0.137365,3 178.2119,4 1}
{0 95.57996,1 278.39,2 -0.175514,3 157.7881,4 1}
{0 45.66098,1 255.415,2 -0.066531,3 114.3749,4 1}
{0 42.15698,1 270.877,2 0.24073,3 142.5223,4 1}
{0 57.75401,1 210.774,2 0.095904,3 156.1181,4 1}
{0 16.7181,1 52.0383,2 0.546395,3 45.55276,4 1}
{0 137.37,1 208.59,2 -0.160358,3 157.5216,4 1}
{0 31.7954,1 86.43439,2 -0.179161,3 165.6132,4 1}
{0 30.44202,1 260.462,2 0.145476,3 116.2838,4 1}
{0 74.41602,1 276.21,2 -0.137845,3 141.6654,4 1}
{0 93.29993,1 249.99,2 -0.153606,3 160.6198,4 1}
{0 20.2237,1 44.4343,2 -0.320497,3 170.4994,4 1}
{0 21.6298,1 50.5378,2 0.186188,3 143.8709,4 1}
{0 85.69397,1 323.824,2 -0.162912,3 167.783,4 1}
{0 16.93,1 143.384,2 0.306764,3 129.6928,4 1}
{0 85.16199,1 296.621,2 0.137224,3 159.2575,4 1}
{0 26.9779,1 90.2935,2 0.147237,3 112.9824,4 1}
{0 59.24103,1 236.459,2 -0.082115,3 109.9693,4 1}
{0 30.181,1 193.152,2 0.10473,3 105.9757,4 1}
{0 30.5015,1 126.836,2 -0.121479,3 170.9801,4 1}
{0 36.504,1 205.086,2 0.058772,3 132.8048,4 1}
{0 90.8613,1 91.3593,2 -0.368641,3 159.1421,4 1}
{0 30.33502,1 125.934,2 -0.140477,3 127.696,4 1}
{0 21.7078,1 50.5044,2 0.339061,3 93.0309,4 1}
{0 47.44196,1 163.2679,2 -0.154519,3 145.5848,4 1}
{0 17.9487,1 94.2079,2 -0.221348,3 127.1302,4 1}
{0 74.58899,1 323.7891,2 -0.147289,3 150.3694,4 1}
{0 77.62,1 203.21,2 0.132567,3 149.6059,4 1}
{0 54.53302,1 259.433,2 0.257374,3 128.0586,4 1}
{0 26.78101,1 167.178,2 -0.202873,3 158.2852,4 1}
{0 35.195,1 133.882,2 -0.126751,3 125.2598,4 1}
{0 62.793,1 326.179,2 -0.111246,3 162.4628,4 1}
{0 47.69202,1 195.229,2 -0.061857,3 117.5473,4 1}
{0 28.80899,1 228.096,2 -0.095057,3 137.7871,4 1}
{0 27.63139,1 46.2164,2 -0.147943,3 113.5619,4 1}
{0 56.51001,1 61.93994,2 -0.175966,3 159.7903,4 1}
{0 26.069,1 45.6599,2 0.131732,3 152.965,4 1}
{0 197.4301,1 425.86,2 -0.155597,3 178.9892,4 1}
{0 17.019,1 46.41901,2 -0.255537,3 88.82582,4 1}
{0 35.52795,1 201.715,2 -0.161354,3 127.8361,4 1}
{0 16.87999,1 99.99899,2 0.356652,3 131.4259,4 1}
{0 19.99402,1 120.288,2 0.183905,3 63.9469,4 1}
{0 21.599,1 102.925,2 -0.15044,3 85.19203,4 1}
{0 43.98199,1 173.25,2 0.14866,3 131.838,4 1}
{0 21.1882,1 79.2626,2 -0.209934,3 105.9071,4 1}
{0 22.5731,1 49.026,2 0.213673,3 142.992,4 1}
{0 41.29901,1 172.358,2 -0.110567,3 99.6173,4 1}
{0 14.8293,1 38.8113,2 0.450956,3 85.27718,4 1}
{0 16.811,1 105.4,2 0.365964,3 45.61868,4 1}
{0 160.77,1 193.01,2 -0.147893,3 156.7608,4 1}
{0 50.97598,1 206.822,2 -0.172681,3 171.675,4 1}
{0 46.70697,1 201.71,2 0.138177,3 117.0584,4 1}
{0 79.209,1 49.863,2 0.208475,3 173.3422,4 1}
{0 23.16699,1 187.638,2 0.245747,3 130.4399,4 1}
{0 33.233,1 168.51,2 -0.117297,3 115.133,4 1}
{0 154.04,1 240.77,2 -0.155487,3 171.458,4 1}
{0 44.98999,1 47.05994,2 -0.132572,3 117.7807,4 1}
{0 32.2499,1 115.5549,2 0.191853,3 132.6207,4 1}
{0 59.70502,1 217.828,2 -0.113716,3 149.2515,4 1}
{0 23.52899,1 84.166,2 0.185547,3 126.8611,4 1}
{0 78.42999,1 370.391,2 0.123342,3 147.7519,4 1}
{0 24.81006,1 90.84998,2 -0.261396,3 89.79813,4 1}
{0 54.45007,1 128.0601,2 -0.112564,3 147.3591,4 1}
{0 22.4439,1 41.15791,2 0.382212,3 106.6596,4 1}
{0 22.21889,1 105.2869,2 0.233624,3 106.2751,4 1}
{0 108.345,1 399.21,2 0.180209,3 154.5168,4 1}
{0 18.1907,1 78.0937,2 -0.312241,3 139.3582,4 1}
{0 104.244,1 265.062,2 -0.123806,3 150.8144,4 1}
{0 167.38,1 214.55,2 -0.166388,3 149.8393,4 1}
{0 22.907,1 128.094,2 0.270399,3 93.48684,4 1}
{0 41.52,1 205.323,2 0.088637,3 118.0883,4 1}
{0 22.6252,1 98.8504,2 0.210174,3 125.4658,4 1}
{0 43.65601,1 201.278,2 0.079336,3 105.0474,4 1}
{0 31.77199,1 134.387,2 0.189226,3 127.2346,4 1}
{0 48.70401,1 222.119,2 -0.106177,3 121.4777,4 1}
{0 22.65099,1 180.091,2 -0.289018,3 159.6173,4 1}
{0 27.83501,1 112.053,2 -0.237075,3 156.0659,4 1}
{0 65.88901,1 187.007,2 -0.302704,3 162.938,4 1}
{0 28.836,1 166.06,2 -0.205647,3 163.3829,4 1}
{0 19.5409,1 53.0895,2 -0.38267,3 143.5853,4 1}
{0 18.877,1 86.1255,2 0.276942,3 146.5489,4 1}
{0 143.4199,1 288.13,2 -0.144195,3 162.4903,4 1}
{0 53.4483,1 84.53731,2 0.164425,3 119.0469,4 1}
{0 24.381,1 67.118,2 -0.198892,3 103.0616,4 1}
{0 29.901,1 104.683,2 0.215701,3 94.83269,4 1}
{0 37.6252,1 110.0965,2 0.139418,3 144.7334,4 1}
{0 19.6986,1 109.6509,2 -0.150442,3 119.7528,4 1}
{0 28.6348,1 109.9927,2 -0.217976,3 103.6823,4 1}
{0 21.3808,1 88.8232,2 -0.180472,3 102.0151,4 1}
{0 81.26001,1 149.38,2 0.136543,3 121.4667,4 1}
{0 92.37,1 75.32001,2 -0.125316,3 122.7961,4 1}
{0 52.5058,1 96.7988,2 -0.263331,3 142.3108,4 1}
{0 25.325,1 82.7,2 -0.341394,3 91.21812,4 1}
{0 17.229,1 221.033,2 0.198096,3 58.50034,4 1}
{0 21.4483,1 40.2437,2 0.373402,3 149.5592,4 1}
{0 26.3663,1 46.6841,2 -0.333392,3 94.61295,4 1}
{0 22.7566,1 103.0366,2 0.250919,3 123.1943,4 1}
{0 35.837,1 66.48901,2 -0.265512,3 103.2401,4 1}
{0 28.936,1 127.456,2 0.169186,3 92.45411,4 1}
{0 69.04599,1 318.252,2 0.202475,3 154.3877,4 1}
{0 47.03201,1 135.249,2 -0.101077,3 102.8199,4 1}
{0 23.43,1 97.156,2 -0.124003,3 108.9668,4 1}
{0 42.3901,1 110.0001,2 0.130703,3 172.9329,4 1}
{0 39.55602,1 156.603,2 0.106949,3 116.0229,4 1}
{0 30.2562,1 59.6012,2 0.2829,3 96.78004,4 1}
{0 51.10599,1 233.379,2 0.130928,3 134.1808,4 1}
{0 13.97296,1 287.3229,2 0.180604,3 159.0295,4 1}
{0 89.24597,1 261.942,2 0.134045,3 119.415,4 1}
{0 84.54596,1 138.42,2 -0.141296,3 128.9073,4 1}
{0 48.785,1 190.167,2 0.072078,3 110.3401,4 1}
{0 22.40999,1 166.722,2 -0.106758,3 129.9345,4 1}
{0 64.67711,1 43.1741,2 0.185292,3 125.5537,4 1}
{0 119.056,1 266.726,2 0.11048,3 137.5619,4 1}
{0 156.582,1 392.812,2 0.168435,3 159.5486,4 1}
{0 87.16101,1 312.536,2 0.203946,3 149.3751,4 1}
{0 32.22498,1 102.939,2 0.254862,3 134.244,4 1}
{0 146.457,1 408.817,2 -0.142287,3 159.9579,4 1}
{0 28.1755,1 81.49451,2 -0.141325,3 99.71069,4 1}
{0 39.26599,1 230.653,2 -0.119904,3 131.3848,4 1}
{0 28.239,1 86.94499,2 -0.262981,3 108.3269,4 1}
{0 30.60095,1 269.756,2 0.096483,3 98.83177,4 1}
{0 17.522,1 90.7399,2 -0.231641,3 91.8526,4 1}
{0 22.84,1 60.63699,2 0.275487,3 158.8537,4 1}
{0 57.16901,1 200.423,2 0.124661,3 102.7704,4 1}
{0 61.55099,1 354.545,2 0.09378,3 145.1316,4 1}
{0 88.61005,1 519.5551,2 0.096702,3 143.6567,4 1}
{0 45.4014,1 71.07919,2 0.12316,3 147.5157,4 1}
{0 20.78099,1 87.68298,2 0.318255,3 137.0648,4 1}
{0 24.5089,1 187.8639,2 -0.102307,3 171.1366,4 1}
{0 21.55,1 103.436,2 0.530826,3 160.2271,4 1}
{0 24.8821,1 42.5537,2 -0.224953,3 118.4509,4 1}
{0 26.2021,1 133.2238,2 -0.118444,3 122.3319,4 1}
{0 33.47998,1 139.52,2 0.240432,3 161.8201,4 1}
{0 115.586,1 353.915,2 -0.137829,3 159.5294,4 1}
{0 19.0462,1 87.3145,2 0.361962,3 81.355,4 1}
{0 24.69801,1 113.567,2 0.250263,3 94.25864,4 1}
{0 22.6991,1 62.8985,2 0.163514,3 108.8872,4 1}
{0 24.51501,1 192.143,2 0.105525,3 120.3323,4 1}
{0 106.28,1 220.9701,2 -0.164575,3 171.8508,4 1}
{0 31.8071,1 116.45,2 -0.090984,3 156.9201,4 1}
{0 139.5199,1 326.86,2 -0.136218,3 140.2069,4 1}
{0 18.7633,1 72.6729,2 -0.340445,3 165.3989,4 1}
{0 101.579,1 259.319,2 0.216043,3 145.3651,4 1}
{0 81.91595,1 291.158,2 -0.134721,3 155.2145,4 1}
{0 30.4324,1 101.7564,2 0.186377,3 117.4786,4 1}
{0 70.10501,1 166.826,2 -0.28133,3 149.5207,4 1}
{0 24.0411,1 105.1263,2 0.277764,3 115.2099,4 1}
{0 24.7825,1 85.84801,2 -0.110766,3 111.6173,4 1}
{0 23.80299,1 80.77699,2 0.171668,3 99.48547,4 1}
{0 22.36102,1 218.903,2 0.123271,3 131.1073,4 1}
{0 72.60297,1 290.163,2 0.128215,3 119.1925,4 1}
{0 20.084,1 51.6137,2 0.334364,3 87.51019,4 1}
{0 54.72803,1 210.2451,2 0.106134,3 109.4694,4 1}
{0 35.83899,1 263.557,2 0.078726,3 95.86542,4 1}
{0 25.07898,1 193.487,2 0.157839,3 132.5054,4 1}
{0 122.9401,1 407.5901,2 -0.14547,3 163.8224,4 1}
{0 27.0001,1 78.9481,2 -0.286533,3 97.94186,4 1}
{0 21.3204,1 128.8974,2 -0.335157,3 166.5278,4 1}
{0 34.479,1 176.342,2 0.128943,3 110.0627,4 1}
{0 47.39801,1 140.306,2 -0.072704,3 118.2641,4 1}
{0 20.0184,1 55.1965,2 0.335937,3 154.4784,4 1}
{0 30.0118,1 108.0548,2 0.173683,3 146.3813,4 1}
{0 23.95,1 72.2874,2 0.242983,3 104.8222,4 1}
{0 33.16,1 195.096,2 0.113889,3 143.7171,4 1}
{0 23.6091,1 102.5261,2 0.145707,3 118.9151,4 1}
{0 81.07101,1 293.632,2 -0.068516,3 154.4399,4 1}
{0 209.241,1 99.30099,2 0.394456,3 160.3342,4 1}
{0 49.35596,1 271.459,2 0.186008,3 136.6638,4 1}
{0 35.25699,1 292.572,2 0.215826,3 165.2259,4 1}
{0 32.62698,1 176.069,2 -0.194968,3 147.0268,4 1}
{1 66.5494,2 -0.169405,3 127.6301,4 1}
{0 16.6331,1 59.1443,2 -0.231221,3 94.89311,4 1}
{0 20.1692,1 40.26231,2 0.301602,3 99.1696,4 1}
{0 18.67599,1 67.01801,2 0.194777,3 134.5159,4 1}
{0 68.3821,1 101.6011,2 -0.146755,3 169.2607,4 1}
{0 73.35303,1 307.7031,2 0.115159,3 124.2792,4 1}
{0 23.6387,1 118.0917,2 -0.147265,3 98.78783,4 1}
{0 31.847,1 88.52602,2 -0.099636,3 128.6601,4 1}
{0 38.01498,1 171.113,2 -0.198569,3 144.4202,4 1}
{0 42.216,1 206.092,2 0.319231,3 157.1069,4 1}
{0 23.847,1 118.029,2 0.123263,3 100.4468,4 1}
{0 19.6141,1 57.1953,2 -0.224745,3 118.8492,4 1}
{0 27.06601,1 126.89,2 0.187772,3 115.5532,4 1}
{0 39.22101,1 122.818,2 -0.176214,3 132.4257,4 1}
{0 122.067,1 361.867,2 0.171703,3 170.7631,4 1}
{0 34.23801,1 308.335,2 -0.088759,3 148.9879,4 1}
{0 27.7581,1 183.4611,2 -0.140723,3 171.4278,4 1}
{0 33.57599,1 86.677,2 -0.198216,3 123.3591,4 1}
{0 19.0048,1 59.769,2 0.179006,3 109.8265,4 1}
{0 36.18994,1 147.9399,2 0.13742,3 109.5189,4 1}
{0 67.82104,1 203.392,2 -0.094774,3 110.8071,4 1}
{0 18.7407,1 75.1628,2 0.301608,3 117.2451,4 1}
{0 231.23,1 501.14,2 -0.156973,3 160.7544,4 1}
{0 140.96,1 322.8101,2 -0.134105,3 151.3143,4 1}
{0 30.8547,1 119.3831,2 0.346501,3 169.1234,4 1}
{0 26.89699,1 159.323,2 -0.174921,3 140.1657,4 1}
{0 32.326,1 170.102,2 0.221408,3 100.1666,4 1}
{0 20.65302,1 143.141,2 0.441149,3 147.0048,4 1}
{0 72.98401,1 297.8521,2 -0.088289,3 154.2641,4 1}
{0 38.85199,1 237.018,2 -0.181345,3 136.7407,4 1}
{0 26.69,1 144.794,2 0.187384,3 93.28359,4 1}
{0 25.77704,1 198.953,2 -0.132168,3 145.5793,4 1}
{0 169.76,1 331.1899,2 -0.195854,3 175.3527,4 1}
{0 67.41003,1 76.57007,2 0.199133,3 124.3809,4 1}
{0 34.68599,1 87.642,2 0.076282,3 129.7697,4 1}
{0 37.175,1 119.298,2 -0.140869,3 145.9968,4 1}
{0 24.66901,1 156.799,2 0.116612,3 148.3424,4 1}
{0 16.7257,1 83.1459,2 0.151333,3 130.8299,4 1}
{0 34.34,1 127.12,2 0.472805,3 173.6855,4 1}
{0 86.21997,1 175.04,2 0.172116,3 112.3177,4 1}
{0 79.88602,1 158.77,2 -0.134585,3 157.5381,4 1}
{0 46.60297,1 225.11,2 0.195846,3 142.8986,4 1}
{0 37.187,1 160.301,2 -0.203808,3 133.0986,4 1}
{0 37.94202,1 173.672,2 -0.191848,3 148.2078,4 1}
{0 30.5679,1 96.7028,2 0.180338,3 178.3026,4 1}
{0 29.6608,1 55.3888,2 -0.20727,3 117.4127,4 1}
{0 49.65103,1 175.312,2 -0.058787,3 115.4049,4 1}
{0 62.37402,1 172.974,2 0.241033,3 146.7054,4 1}
{0 98.21997,1 166.7599,2 -0.16395,3 149.073,4 1}
{0 105.074,1 252.207,2 -0.252035,3 163.8663,4 1}
{0 33.38901,1 215.526,2 0.157992,3 158.211,4 1}
{0 22.8941,1 94.9481,2 -0.179638,3 150.883,4 1}
{0 120.955,1 471.054,2 -0.149277,3 151.7812,4 1}
{0 25.94199,1 125.955,2 0.146162,3 88.62531,4 1}
{0 44.65402,1 245.256,2 0.152144,3 135.6558,4 1}
{0 40.51801,1 233.747,2 -0.194064,3 127.6933,4 1}
{0 22.8269,1 113.0172,2 0.146373,3 102.6688,4 1}
{0 39.80005,1 81.60999,2 0.285908,3 163.9268,4 1}
{0 46.66003,1 169.3401,2 0.135846,3 111.4168,4 1}
{0 61.91202,1 264.267,2 -0.176677,3 144.6784,4 1}
{0 20.1947,1 54.5547,2 -0.469546,3 167.2886,4 1}
{0 27.65001,1 138.719,2 0.248284,3 94.48386,4 1}
{0 62.43597,1 213.926,2 0.249381,3 144.6922,4 1}
{0 26.171,1 108.287,2 -0.147749,3 111.9277,4 1}
{0 27.69299,1 86.722,2 -0.15522,3 107.1019,4 1}
{0 17.956,1 73.719,2 0.138943,3 63.84802,4 1}
{0 21.25702,1 236.091,2 -0.082782,3 80.20691,4 1}
{0 32.43301,1 93.90201,2 0.231339,3 141.388,4 1}
{0 21.5958,1 89.6608,2 0.349237,3 158.7961,4 1}
{0 23.9131,1 95.3997,2 0.360031,3 99.14214,4 1}
{0 42.41299,1 330.922,2 -0.127793,3 162.9627,4 1}
{0 19.8658,1 61.3491,2 0.366127,3 128.5063,4 1}
{0 18.19101,1 208.831,2 0.105516,3 63.7409,4 1}
{0 80.28909,1 109.8471,2 0.308234,3 103.9487,4 1}
{0 43.009,1 202.275,2 -0.118397,3 121.4475,4 1}
{0 76.75201,1 344.603,2 0.191432,3 155.1815,4 1}
{0 67.94202,1 307.8621,2 -0.148192,3 171.9579,4 1}
